"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1118",2,1,46,1,1,1,2,2,0.3586498
"1119",2,1,25,1,1,1,2,1,0.5
"1120",2,1,35,2,2,1,2,1,0.3927273
"1121",2,1,28,2,2,2,2,2,0.52
"1122",1,1,33,2,1,2,2,2,0.3622642
"1123",2,1,27,1,1,1,2,1,0.6134454
"1124",2,1,23,1,1,1,1,1,0.5211267
"1125",2,1,36,2,1,2,1,1,0.5028571
"1126",1,1,43,1,1,1,2,1,0.2561728
"1127",2,1,42,1,1,2,1,1,0.5430108
"1128",2,1,33,2,1,1,1,2,0.5253456
"1129",1,1,38,2,1,2,2,2,0.4817814
"1130",2,1,48,1,1,2,1,1,0.4914089
"1131",2,1,29,2,2,1,1,2,0.5991903
"1132",2,1,48,1,1,1,2,2,0.5012658
"1133",1,1,27,2,2,1,1,2,0.5
"1134",2,1,29,2,2,2,2,2,0.5178571
"1135",2,1,30,2,1,2,2,2,0.5198675
"1136",1,1,28,1,1,2,2,1,0.5209003
"1137",1,1,22,2,1,1,1,1,0.4947369
"1138",2,1,40,2,1,2,2,2,0.4936709
"1139",1,1,25,1,1,1,1,1,0.5
"1140",2,1,25,2,2,2,2,2,0.5
"1141",1,1,45,2,1,2,2,2,0.4502763
"1142",2,1,40,1,1,2,2,2,0.5
"1143",2,1,49,1,1,1,2,2,0.4885058
"1144",1,1,34,2,1,1,1,2,0.5022421
"1145",2,1,30,2,2,2,2,2,0.4215247
"1146",2,1,33,2,2,2,2,2,0.1555556
"1147",1,1,35,1,1,1,1,1,0.3411371
"1148",2,1,51,1,1,2,2,2,0.3806306
"1149",2,1,33,2,2,1,1,2,0.5018868
"1150",2,1,23,1,1,1,1,1,0.5
"1151",2,1,44,1,1,2,2,1,0.394
"1152",2,1,29,1,1,1,2,1,0.4894515
"1153",2,1,40,1,1,2,1,1,0.5650224
"1154",2,1,33,2,1,2,2,2,0.1684588
"1155",1,1,45,2,1,2,2,2,0.4779661
"1156",2,1,35,1,1,1,1,1,0.5508982
"1157",2,1,22,2,1,1,2,1,0.5
"1158",2,1,30,1,1,1,1,1,0.5254237
"1159",2,1,36,1,1,1,2,1,0.3992674
"1160",2,1,40,2,1,2,2,2,0.6018237
"1161",1,1,29,2,2,1,1,2,0.3963415
"1162",1,1,55,1,1,2,2,2,0.5015385
"1163",2,1,50,1,1,2,2,2,0.4381339
"1164",1,1,21,1,1,2,2,2,0.5612903
"1165",2,1,25,2,2,2,2,2,0.4823151
"1166",1,1,49,1,1,1,1,2,0.3398533
"1167",1,1,44,1,1,2,1,1,0.5211267
"1168",2,1,34,2,2,2,2,2,0.5515695
"1169",2,1,52,2,1,2,2,2,0.245142
"1170",2,1,35,2,2,2,2,2,0.2736536
"1171",2,1,30,1,1,1,2,1,0.3425414
"1172",2,1,31,2,1,2,2,2,0.4195402
"1173",2,1,29,2,2,2,2,2,0.5
"1174",2,1,42,1,1,2,2,2,0.4277457
"1175",1,1,23,1,1,1,2,1,0.5025641
"1176",2,1,30,2,2,2,2,2,0.5789474
"1177",2,1,36,2,1,2,2,2,0.2767402
"1178",2,1,45,1,1,2,2,1,0.2886905
"1179",2,1,54,1,1,2,2,1,0.5192308
"1180",2,1,29,2,1,1,1,2,0.5991189
"1181",2,1,42,2,1,1,1,2,0.6013514
"1182",2,1,31,1,1,1,1,1,0.5131579
"1183",2,1,44,1,1,1,2,2,0.4609053
"1184",1,1,30,1,1,2,2,2,0.4982079
"1185",2,1,27,1,1,2,2,2,0.4656716
"1186",2,1,31,2,2,2,2,2,0.3106996
"1187",2,1,28,2,1,1,1,2,0.4187192
"1188",1,1,28,2,2,2,2,2,0.5220588
"1189",2,1,30,1,1,1,1,1,0.502994
"1190",1,1,60,2,1,2,2,2,0.3668224
"1191",2,1,47,1,1,2,2,2,0.3966245
"1192",1,1,27,1,1,2,2,1,0.395
"1193",1,1,34,2,2,2,2,2,0.4981685
"1194",2,1,58,1,1,2,2,2,0.5257143
"1195",2,1,33,2,1,1,1,2,0.2964912
"1196",2,1,24,1,1,1,2,1,0.2092593
"1197",2,1,34,2,1,2,1,1,0.2107623
"1198",2,1,37,2,1,2,2,2,0.6153846
"1199",2,1,57,1,1,1,1,2,0.5428572
"1200",1,1,35,2,1,2,2,2,0.2554992
"1201",2,1,43,2,1,2,2,2,0.3432575
"1202",2,1,29,2,1,1,1,2,0.5042735
"1203",2,1,36,1,1,2,2,1,0.5193133
"1204",1,1,32,2,1,1,1,2,0.5648148
"1205",2,1,37,2,1,2,2,2,0.2660944
"1206",1,1,22,1,1,2,2,1,0.5208333
"1207",2,1,59,1,1,2,2,1,0.4968153
"1208",2,1,22,1,1,1,2,1,0.5289855
"1209",2,1,33,1,1,2,2,2,0.3667546
"1210",1,1,21,1,1,2,2,1,0.4965517
"1211",1,1,26,2,2,2,2,2,0.5211864
"1212",1,1,23,1,1,2,2,1,0.5
"1213",1,1,33,2,2,2,2,2,0.2937686
"1214",2,1,43,1,1,2,2,1,0.4349515
"1215",2,1,30,2,2,2,2,2,0.5207547
"1216",2,1,55,1,1,2,2,2,0.3294798
"1217",2,1,36,2,2,2,2,2,0.2835051
"1218",1,1,48,2,1,2,2,2,0.2183544
"1219",2,1,35,1,1,2,1,1,0.5
"1220",2,1,56,1,1,2,2,2,0.2885033
"1221",2,1,47,2,1,2,2,2,0.2586873
"1222",2,1,61,2,2,1,1,2,0.3970588
"1223",1,1,31,2,2,2,2,2,0.3530466
"1224",2,1,31,1,1,2,2,1,0.2989537
"1225",2,1,39,1,1,1,1,1,0.4983713
"1226",2,1,48,2,1,2,2,1,0.418552
"1227",2,1,57,1,1,1,1,2,0.5202312
"1228",1,1,21,1,1,1,2,1,0.3959184
"1229",2,1,55,1,1,2,1,1,0.5
"1230",2,1,51,2,1,2,2,2,0.377892
"1231",2,1,53,1,1,2,2,2,0.3494737
"1232",1,1,35,2,2,1,2,2,0.2004608
"1233",2,1,37,2,2,2,2,2,0.4980237
"1234",2,1,31,2,2,1,1,2,0.2641509
"1235",2,1,33,1,1,1,2,1,0.5
"1236",2,1,47,1,1,1,1,2,0.5208333
"1237",1,1,29,1,1,2,1,1,0.2820513
"1238",1,1,28,2,2,2,2,2,0.5
"1239",2,1,28,2,2,2,2,2,0.2590449
"1240",2,1,55,1,1,2,2,1,0.3251029
"1241",2,1,34,2,2,2,1,1,0.5
"1242",2,1,61,1,1,2,2,2,0.3523132
"1243",1,1,40,1,1,2,2,1,0.4981685
"1244",2,1,50,1,1,1,2,2,0.5
"1245",1,1,58,2,1,2,2,2,0.0959903
"1246",2,1,24,2,2,2,2,2,0.3509235
"1247",2,1,61,1,1,2,2,1,0.5210843
"1248",2,1,36,2,1,1,1,2,0.3774319
"1249",2,1,52,1,1,2,1,1,0.5904256
"1250",2,1,39,2,1,2,2,2,0.3277778
"1251",2,1,27,2,2,2,2,2,0.4888268
"1252",2,1,47,2,1,1,1,2,0.3954546
"1253",1,1,21,1,1,1,2,1,0.5
"1254",1,1,29,2,1,2,2,2,0.5195313
"1255",2,1,25,1,1,1,1,2,0.4158163
"1256",1,1,39,2,1,2,2,2,0.516129
"1257",2,1,45,1,1,1,2,2,0.1979167
"1258",2,1,38,2,1,1,1,2,0.3924051
"1259",1,1,28,1,1,2,2,1,0.6021127
"1260",1,1,41,2,1,2,1,1,0.3950617
"1261",2,1,33,1,1,1,1,1,0.365019
"1262",2,1,24,1,1,1,2,1,0.520202
"1263",2,1,56,2,1,2,2,1,0.2771084
"1264",1,1,28,1,1,2,2,1,0.4040404
"1265",2,1,53,1,1,2,2,2,0.3285024
"1266",1,1,31,2,2,1,1,2,0.601626
"1267",2,1,32,2,2,2,2,2,0.1549439
"1268",2,1,33,1,1,1,1,2,0.3944954
"1269",2,1,28,1,1,2,2,1,0.2549857
"1270",2,1,42,1,1,2,1,1,0.3314815
"1271",2,1,28,1,1,2,2,2,0.2662037
"1272",1,1,39,2,1,2,1,1,0.5
"1273",2,1,43,2,2,2,2,1,0.5
"1274",2,1,43,1,1,2,2,2,0.566265
"1275",2,1,37,2,2,2,2,2,0.1819572
"1276",2,1,49,1,1,2,1,1,0.518797
"1277",1,1,49,1,1,2,2,2,0.5206186
"1278",1,1,57,1,1,2,2,2,0.5
"1279",1,1,37,2,1,2,2,2,0.2361111
"1280",2,1,40,1,1,2,2,2,0.4981949
"1281",1,1,22,2,2,2,2,2,0.4955752
"1282",2,1,52,2,1,1,2,1,0.5
"1283",2,1,24,1,1,1,1,2,0.478022
"1284",1,1,26,1,1,2,2,1,0.5668016
"1285",2,1,40,2,1,2,2,2,0.3032629
"1286",2,1,59,1,1,2,2,2,0.2351852
"1287",1,1,22,1,1,2,2,1,0.4976959
"1288",2,1,26,1,1,1,2,1,0.245142
"1289",1,1,30,2,2,2,1,1,0.5207101
"1290",1,1,34,1,1,1,2,1,0.504
"1291",1,1,20,1,1,2,1,1,0.625
"1292",1,1,33,2,2,1,1,2,0.3909774
"1293",2,1,22,1,1,1,2,1,0.5015197
"1294",1,1,33,1,1,2,1,1,0.3974359
"1295",2,1,22,1,1,1,2,1,0.4983051
"1296",2,1,24,1,1,1,1,1,0.4893617
"1297",2,1,60,1,1,2,2,1,0.2579114
"1298",1,1,41,2,1,2,2,2,0.3692308
"1299",1,1,29,2,2,2,2,2,0.4885496
"1300",2,1,26,2,2,2,2,2,0.4481013
"1301",2,1,40,2,1,2,2,2,0.4104046
"1302",1,1,40,1,1,2,2,1,0.5
"1303",1,1,30,1,1,1,1,2,0.502994
"1304",1,1,27,2,2,2,2,2,0.3142857
"1305",2,1,28,1,1,2,2,2,0.2830189
"1306",2,1,35,2,2,2,2,2,0.5
"1307",2,1,43,2,2,2,2,2,0.48
"1308",1,1,41,1,1,1,2,1,0.5164835
"1309",2,1,23,2,2,2,2,2,0.3258145
"1310",1,1,29,2,2,2,2,2,0.1606742
"1311",1,1,28,2,2,2,2,2,0.5205128
"1312",2,1,31,1,1,2,2,1,0.4980545
"1313",2,1,26,2,2,2,2,1,0.54
"1314",2,1,41,1,1,1,2,1,0.279321
"1315",2,1,55,1,1,1,2,2,0.3675676
"1316",1,1,29,1,1,2,2,2,0.402214
"1317",2,1,25,2,2,2,1,1,0.5
"1318",2,1,35,2,1,1,1,2,0.6
"1319",2,1,24,1,1,1,2,1,0.3917051
"1320",1,1,27,2,2,2,2,2,0.3285372
"1321",2,1,46,2,1,2,2,2,0.4879227
"1322",2,1,24,2,2,2,2,2,0.3890578
"1323",2,1,31,1,1,2,2,1,0.4010554
"1324",2,1,36,2,1,1,1,2,0.3589251
"1325",2,1,30,1,1,1,2,1,0.5
"1326",2,1,39,2,1,2,2,2,0.3
"1327",2,1,27,2,2,2,2,2,0.410989
"1328",2,1,56,1,1,2,2,2,0.3637993
"1329",1,1,20,1,1,2,2,1,0.521978
"1330",2,1,48,2,1,2,2,2,0.3317073
"1331",2,1,36,2,1,1,2,2,0.5
"1332",2,1,25,2,2,2,2,2,0.2096552
"1333",2,1,34,2,2,2,2,2,0.3992322
"1334",2,1,45,2,1,2,2,2,0.2205607
"1335",2,1,22,1,1,2,2,1,0.3001808
"1336",2,1,49,1,1,2,2,1,0.4779661
"1337",2,1,50,2,1,1,1,2,0.3273942
"1338",1,1,38,1,1,1,2,2,0.1400293
"1339",2,1,49,2,2,2,2,2,0.5012658
"1340",2,1,28,2,2,2,2,2,0.4202898
"1341",2,1,30,1,1,2,2,1,0.0978751
"1342",2,1,23,1,1,2,2,1,0.518797
"1343",2,1,23,1,1,2,2,2,0.35
"1344",2,1,45,1,1,2,2,2,0.4064171
"1345",1,1,52,2,1,2,2,2,0.3935743
"1346",2,1,25,1,1,1,2,2,0.52
"1347",1,1,47,1,1,2,2,1,0.2930403
"1348",2,1,55,1,1,1,2,1,0.346723
"1349",2,1,58,1,1,2,2,2,0.519403
"1350",2,1,36,2,1,2,2,2,0.3655914
"1351",2,1,27,1,1,1,1,1,0.5021097
"1352",2,1,26,2,1,2,2,1,0.5197569
"1353",2,1,56,1,1,1,2,1,0.2408907
"1354",2,1,48,1,1,2,1,1,0.3122271
"1355",2,1,32,1,1,1,2,1,0.5
"1356",2,1,29,1,1,2,2,2,0.474537
"1357",1,1,31,2,2,2,2,2,0.452381
"1358",2,1,39,1,1,2,2,1,0.2752809
"1359",1,1,38,2,2,2,1,1,0.5642857
"1360",1,1,24,1,1,2,2,1,0.520202
"1361",1,1,31,2,1,1,1,2,0.5
"1362",2,1,40,2,1,2,2,2,0.2310924
"1363",1,1,32,2,2,1,1,2,0.5149502
"1364",2,1,37,1,1,1,2,1,0.2074928
"1365",2,1,29,1,1,2,2,2,0.5
"1366",1,1,41,1,1,2,1,1,0.5
"1367",1,1,54,1,1,2,2,1,0.4791667
"1368",1,1,33,1,1,1,2,1,0.307438
"1369",1,1,28,2,2,2,2,2,0.512987
"1370",2,1,21,1,1,2,2,2,0.3352113
"1371",2,1,28,2,2,2,2,2,0.4082126
"1372",2,1,27,1,1,1,2,1,0.4484305
"1373",1,1,37,1,1,2,2,1,0.4974093
"1374",2,1,27,2,2,1,1,2,0.4889868
"1375",2,1,21,1,1,1,2,1,0.5
"1376",1,1,30,2,2,2,2,2,0.5090909
"1377",2,1,34,2,1,1,1,2,0.52
"1378",2,1,39,1,1,2,2,1,0.4983923
"1379",2,1,31,2,2,1,1,2,0.5019608
"1380",2,1,29,2,2,2,2,2,0.5
"1381",2,1,55,1,1,2,2,2,0.3503055
"1382",2,1,34,2,1,1,1,2,0.5027933
"1383",2,1,54,1,1,2,2,2,0.4979757
"1384",2,1,38,1,1,2,2,2,0.4974093
"1385",2,1,24,1,1,2,2,1,0.5
"1386",2,1,57,1,1,1,1,1,0.537931
"1387",2,1,28,1,1,2,2,2,0.3297587
"1388",1,1,34,1,1,2,1,1,0.5177866
"1389",1,1,30,1,1,2,2,2,0.332618
"1390",2,1,56,1,1,2,2,2,0.1560892
"1391",2,1,36,1,1,1,2,2,0.2816189
"1392",2,1,24,1,1,2,2,1,0.5
"1393",2,1,34,2,2,2,2,2,0.1992032
"1394",2,1,29,1,1,1,2,1,0.4786885
"1395",2,1,60,1,1,2,2,1,0.3732719
"1396",1,1,25,1,1,2,2,1,0.5991561
"1397",1,1,43,1,1,2,2,2,0.3640857
"1398",2,1,32,2,2,2,2,2,0.518732
"1399",2,1,45,2,1,2,2,2,0.498155
"1400",1,1,28,2,2,2,2,2,0.1969197
"1401",2,1,29,1,1,2,2,2,0.5
"1402",2,1,23,2,1,1,1,1,0.2763819
"1403",1,1,45,1,1,1,1,2,0.5024155
"1404",1,1,44,2,1,2,2,2,0.3938224
"1405",1,1,21,1,1,1,2,1,0.5
"1406",2,1,45,1,1,1,1,2,0.5205479
"1407",2,1,23,1,1,1,2,1,0.5238096
"1408",1,1,25,1,1,1,2,1,0.521978
"1409",2,1,38,2,1,2,2,2,0.5012658
"1410",2,1,56,1,1,2,1,1,0.3947369
"1411",1,1,36,2,2,2,2,2,0.3227092
"1412",1,1,39,2,2,2,2,2,0.2981878
"1413",2,1,29,2,2,2,2,2,0.5208333
"1414",1,1,32,1,1,2,2,2,0.294
"1415",2,1,24,2,2,1,1,2,0.4935897
"1416",2,1,33,1,1,2,2,2,0.5
"1417",2,1,22,1,1,1,2,1,0.4113924
"1418",2,1,37,2,1,2,2,2,0.2444152
"1419",2,1,23,1,1,2,2,2,0.3936652
"1420",1,1,47,2,1,2,2,2,0.3893805
"1421",2,1,53,1,1,1,2,1,0.2425595
"1422",2,1,33,2,1,1,1,2,0.6484848
"1423",2,1,21,2,1,1,2,1,0.5280899
"1424",1,1,43,2,1,2,2,2,0.2847222
"1425",1,1,34,2,2,2,2,2,0.5561224
"1426",2,1,26,2,1,1,1,2,0.54
"1427",2,1,31,2,2,2,2,2,0.2790224
"1428",2,1,23,2,2,1,1,2,0.5023924
"1429",2,1,32,2,1,2,1,1,0.5183486
"1430",1,1,31,2,2,2,2,2,0.3931398
"1431",2,1,37,2,2,2,2,2,0.5
"1432",1,1,25,1,1,2,2,1,0.5
"1433",2,1,54,1,1,1,1,2,0.5190312
"1434",1,1,37,1,1,2,2,2,0.6516129
"1435",1,1,33,2,1,2,2,2,0.1945701
"1436",2,1,26,1,1,1,1,1,0.3938356
"1437",2,1,42,2,1,2,2,2,0.2742616
"1438",2,1,39,1,1,1,2,1,0.52
"1439",1,1,45,1,1,2,2,2,0.5
"1440",1,1,36,1,1,1,2,1,0.4983923
"1441",1,1,53,1,1,1,1,2,0.5
"1442",2,1,26,2,1,2,2,2,0.2213642
"1443",2,1,45,1,1,2,2,1,0.3950954
"1444",1,1,29,2,2,2,2,2,0.5428572
"1445",2,1,26,1,1,1,1,2,0.5185185
"1446",1,1,32,2,2,2,2,2,0.5024155
"1447",1,1,38,2,1,2,2,2,0.5772358
"1448",2,1,40,2,1,1,1,2,0.5
"1449",2,1,31,2,1,2,2,2,0.2777778
"1450",1,1,28,2,2,1,1,2,0.5034482
"1451",1,1,27,2,2,2,2,2,0.1748319
"1452",2,1,35,1,1,1,2,1,0.5201465
"1453",1,1,41,2,1,2,1,1,0.5
"1454",2,1,43,1,1,2,1,1,0.5408163
"1455",2,1,52,1,1,2,2,2,0.5172414
"1456",2,1,60,1,1,1,1,2,0.5
"1457",2,1,21,1,1,2,2,2,0.5
"1458",1,1,23,1,1,2,2,2,0.4976959
"1459",1,1,55,1,1,1,2,1,0.5189874
"1460",1,1,61,1,1,1,1,2,0.5024155
"1461",2,1,25,1,1,2,2,2,0.5013477
"1462",1,1,44,2,1,2,2,2,0.3691983
"1463",1,1,31,1,1,1,2,1,0.2703297
"1464",2,1,60,2,1,2,2,2,0.519084
"1465",2,1,31,2,2,2,2,2,0.4091858
"1466",2,1,41,2,2,2,2,2,0.42
"1467",1,1,21,2,1,1,2,1,0.4983923
"1468",2,1,29,1,1,2,2,2,0.5
"1469",2,1,32,1,1,1,2,2,0.4900222
"1470",2,1,43,1,1,1,2,1,0.5436242
"1471",2,1,50,2,1,2,2,2,0.3709677
"1472",2,1,36,2,2,2,2,2,0.3944444
"1473",2,1,35,2,2,2,2,2,0.2564103
"1474",1,1,20,1,1,1,1,1,0.5989011
"1475",1,1,28,2,1,2,1,1,0.5
"1476",1,1,22,1,1,1,2,1,0.5
"1477",2,1,55,1,1,2,2,2,0.517588
"1478",2,1,42,2,1,2,2,2,0.350211
"1479",1,1,35,2,1,2,1,1,0.5192308
"1480",2,1,39,2,1,2,2,2,0.341954
"1481",1,1,25,1,1,2,2,1,0.5192308
"1482",2,1,37,2,1,1,1,2,0.5016611
"1483",1,1,25,2,1,1,2,2,0.513834
"1484",2,1,23,1,1,1,2,1,0.5023041
"1485",2,1,32,1,1,1,2,1,0.4896552
"1486",2,1,36,2,1,2,2,2,0.3371041
"1487",2,1,57,1,1,1,1,2,0.3146998
"1488",2,1,21,1,1,1,2,1,0.4981949
"1489",1,1,36,1,1,2,2,1,0.5026455
"1490",1,1,42,1,1,2,2,2,0.52
"1491",2,1,42,1,1,2,2,2,0.4599156
"1492",2,1,57,1,1,2,2,2,0.3728814
"1493",2,1,50,1,1,2,2,2,0.4185393
"1494",2,1,25,1,1,1,2,1,0.6666667
"1495",2,1,37,2,2,2,2,2,0.5
"1496",2,1,36,1,1,1,2,1,0.5189874
"1497",2,1,30,2,1,2,2,2,0.3132911
"1498",2,1,32,2,1,1,2,2,0.5909091
"1499",1,1,39,2,1,2,2,2,0.4680135
"1500",2,1,23,2,2,1,1,2,0.52
"1501",2,1,39,2,1,2,1,1,0.5179487
"1502",2,1,26,2,2,2,2,2,0.449848
"1503",1,1,37,1,1,1,2,1,0.5021097
"1504",1,1,34,2,1,2,2,2,0.4364508
"1505",1,1,27,1,1,2,2,2,0.4668508
"1506",2,1,31,2,2,2,2,2,0.5911602
"1507",2,1,23,1,1,2,2,1,0.1603376
"1508",2,1,55,1,1,2,2,2,0.3487654
"1509",2,1,39,2,1,1,1,2,0.5225806
"1510",2,1,21,1,1,1,2,1,0.5018868
"1511",2,1,33,1,1,1,2,1,0.2862191
"1512",2,1,43,1,1,2,2,1,0.414557
"1513",2,1,47,2,1,1,1,2,0.4977376
"1514",1,1,30,2,2,1,1,2,0.4981685
"1515",2,1,42,2,2,2,2,2,0.6008584
"1516",2,1,34,2,1,2,2,2,0.4683908
"1517",2,1,26,1,1,2,2,2,0.2724868
"1518",1,1,32,2,2,2,2,2,0.4905063
"1519",2,1,36,2,1,2,2,2,0.3009554
"1520",2,1,30,1,1,2,2,1,0.5177866
"1521",2,1,24,1,1,1,1,1,0.4164588
"1522",2,1,27,1,1,1,1,1,0.566265
"1523",2,1,37,2,1,2,2,2,0.3184584
"1524",2,1,58,1,1,2,2,2,0.236671
"1525",2,1,34,2,1,2,2,2,0.3326848
"1526",2,1,36,1,1,1,2,1,0.4126582
"1527",2,1,38,2,1,2,2,2,0.2467019
"1528",2,1,37,1,1,2,2,2,0.2994242
"1529",1,1,45,2,2,2,2,2,0.5192308
"1530",2,1,52,1,1,2,2,1,0.5
"1531",2,1,27,2,2,1,1,2,0.5024155
"1532",2,1,37,2,1,2,1,1,0.4914089
"1533",2,1,24,1,1,2,1,1,0.5
"1534",1,1,58,1,1,2,2,2,0.2956989
"1535",2,1,47,2,1,2,2,2,0.4355555
"1536",1,1,34,2,1,2,2,2,0.5215947
"1537",1,1,34,2,1,2,2,1,0.2669683
"1538",2,1,34,2,2,2,2,2,0.2692308
"1539",1,1,33,1,1,2,2,1,0.455
"1540",2,1,36,2,1,2,2,2,0.4122137
"1541",2,1,25,1,1,1,1,2,0.6626506
"1542",2,1,30,1,1,1,2,1,0.5181818
"1543",2,1,30,2,2,2,1,1,0.5
"1544",1,1,25,2,2,1,1,2,0.523077
"1545",1,1,49,1,1,1,2,2,0.2805907
"1546",1,1,48,1,1,2,1,1,0.4669927
"1547",2,1,58,2,1,2,2,2,0.5984556
"1548",2,1,58,1,1,1,1,2,0.522388
"1549",1,1,39,2,1,2,2,2,0.2681482
"1550",2,1,36,2,1,2,2,2,0.461326
"1551",2,1,37,2,2,2,2,2,0.465587
"1552",1,1,38,1,1,1,2,1,0.4930556
"1553",2,1,51,2,1,2,2,2,0.4786517
"1554",2,1,52,1,1,2,2,2,0.4883721
"1555",1,1,34,2,2,2,2,2,0.2809316
"1556",1,1,24,1,1,2,2,2,0.3935185
"1557",2,1,35,2,2,2,2,2,0.3066104
"1558",2,1,41,2,1,2,2,2,0.239418
"1559",2,1,41,1,1,2,2,2,0.5172414
"1560",1,1,28,1,1,2,2,2,0.5217391
"1561",2,1,52,1,1,2,2,2,0.262662
"1562",1,1,30,1,1,1,2,2,0.5192308
"1563",2,1,34,1,1,2,2,1,0.5012658
"1564",1,1,33,1,1,1,1,2,0.5212766
"1565",1,1,21,1,1,1,1,1,0.5026455
"1566",1,1,28,1,1,2,2,2,0.5444444
"1567",2,1,47,1,1,2,2,2,0.5189874
"1568",1,1,28,1,1,2,2,1,0.1984829
"1569",1,1,53,1,1,2,2,2,0.2648276
"1570",1,1,28,1,1,1,1,1,0.522449
"1571",2,1,44,2,1,2,2,2,0.4177215
"1572",1,1,25,1,1,1,2,1,0.5
"1573",1,1,37,2,2,2,2,2,0.5410628
"1574",1,1,47,1,1,2,2,1,0.1901408
"1575",2,1,41,2,1,2,2,2,0.4195251
"1576",2,1,30,2,2,1,1,2,0.5023474
"1577",2,1,57,1,1,2,2,2,0.5202312
"1578",2,1,45,2,1,2,2,2,0.3367089
"1579",2,1,20,2,2,1,1,2,0.5
"1580",2,1,24,1,1,1,1,2,0.5205047
"1581",2,1,33,2,1,2,2,2,0.1701389
"1582",2,1,37,2,1,2,2,2,0.3157895
"1583",2,1,38,1,1,2,2,1,0.46
"1584",2,1,24,2,2,2,2,2,0.5028248
"1585",2,1,51,1,1,2,2,1,0.4669927
"1586",1,1,30,2,2,1,1,2,0.5022421
"1587",1,1,27,2,2,2,2,2,0.3931035
"1588",2,1,37,1,1,2,2,1,0.4979079
"1589",2,1,39,2,1,2,1,1,0.373673
"1590",2,1,33,2,1,2,2,2,0.2234375
"1591",2,1,28,2,2,2,2,2,0.4328358
"1592",2,1,22,2,2,2,2,2,0.4641026
"1593",2,1,26,1,1,1,2,1,0.4411178
"1594",1,1,40,2,1,2,2,2,0.3257919
"1595",2,1,33,2,2,2,2,2,0.3444445
"1596",2,1,41,1,1,2,2,1,0.3924051
"1597",2,1,35,2,2,2,2,2,0.5192308
"1598",2,1,22,1,1,2,1,1,0.5
"1599",2,1,25,1,1,1,1,1,0.4170403
"1600",1,1,31,2,2,2,2,2,0.5019305
"1601",2,1,25,1,1,1,2,1,0.5
"1602",2,1,61,1,1,2,2,2,0.4718499
"1603",2,1,38,2,2,2,2,2,0.6602316
"1604",2,1,37,2,1,2,2,2,0.4903475
"1605",2,1,24,2,1,1,1,1,0.5
"1606",2,1,31,1,1,2,2,2,0.5
"1607",2,1,29,1,1,2,2,2,0.4898785
"1608",2,1,47,2,1,1,1,2,0.4589666
"1609",2,1,57,1,1,2,2,2,0.4658228
"1610",2,1,29,2,2,2,1,2,0.4010554
"1611",2,1,34,2,2,2,2,2,0.3512545
"1612",1,1,33,2,2,2,2,2,0.5222222
"1613",2,1,55,2,1,2,2,2,0.3759259
"1614",1,1,31,1,1,1,2,2,0.3951368
"1615",2,1,33,1,1,2,2,2,0.2513587
"1616",2,1,29,1,1,1,2,2,0.4040404
"1617",1,1,36,2,1,2,2,2,0.4479167
"1618",2,1,23,2,1,1,2,1,0.4306358
"1619",2,1,24,1,1,1,1,1,0.5
"1620",1,1,37,1,1,1,1,2,0.5
"1621",2,1,36,2,1,2,2,2,0.4377778
"1622",2,1,45,1,1,2,2,2,0.5210527
"1623",2,1,36,2,2,2,2,2,0.5211267
"1624",2,1,27,2,2,2,2,2,0.4976959
"1625",2,1,47,1,1,2,2,2,0.5020576
"1626",2,1,60,2,1,1,1,2,0.5036497
"1627",2,1,33,2,2,2,2,2,0.4690909
"1628",2,1,35,1,1,2,2,2,0.3891403
"1629",1,1,47,1,1,1,1,2,0.3950617
"1630",1,1,24,1,1,1,2,1,0.5
"1631",2,1,42,2,1,2,2,2,0.5822785
"1632",2,1,37,2,1,2,2,2,0.3946667
"1633",2,1,25,2,2,1,1,2,0.5
"1634",2,1,57,1,1,2,2,2,0.275
"1635",2,1,20,1,1,1,1,1,0.5
"1636",2,1,26,1,1,2,2,2,0.5
"1637",1,1,23,2,1,1,2,1,0.4947369
"1638",1,1,32,2,2,2,2,2,0.2232143
"1639",1,1,38,2,1,2,2,2,0.5222222
"1640",2,1,37,2,2,2,2,2,0.221519
"1641",1,1,33,1,1,2,2,1,0.4983923
"1642",2,1,32,1,1,1,2,1,0.6
"1643",2,1,37,2,1,2,2,2,0.2969035
"1644",2,1,27,1,1,2,2,2,0.2275785
"1645",1,1,43,1,1,1,2,1,0.6
"1646",1,1,54,1,1,1,1,2,0.4983051
"1647",2,1,30,2,2,2,2,2,0.4115044
"1648",2,1,27,1,1,1,2,1,0.4981949
"1649",2,1,26,1,1,1,2,1,0.516129
"1650",1,1,60,1,1,1,1,2,0.5
"1651",1,1,29,1,1,2,2,1,0.5598456
"1652",2,1,25,1,1,2,2,2,0.2598566
"1653",1,1,34,1,1,1,2,1,0.5
"1654",2,1,37,2,1,1,1,2,0.46
"1655",2,1,42,1,1,1,1,2,0.5867347
"1656",2,1,28,1,1,2,2,2,0.2570016
"1657",2,1,60,1,1,2,1,1,0.3057471
"1658",2,1,34,1,1,1,2,1,0.5
"1659",2,1,33,1,1,2,2,1,0.6010101
"1660",2,1,28,1,1,1,2,1,0.5013774
"1661",2,1,26,1,1,1,2,1,0.5
"1662",1,1,35,2,1,2,2,2,0.1932084
"1663",1,1,35,2,1,2,2,2,0.52
